applylink,bankname,baseUrl,category,image,location,offerdetails,offerlink,offertitle,shopname,tnc,validity
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,DiningLifestyle,https://www.bankalfalah.com/wp-content/uploads/2019/05/Fazal-e-Haq-Dera.jpg,Lahore,,,,Fazal-e-Haq Dera,,
,Abu Dhabi Islamic Bank,https://www.adib.ae/en/pages/personal_offers_and_promotions.aspx,Personal,https://www.adib.ae/en/SiteCollectionImages/offers-promotions/cards/small/IMG _worlds_thumb.png,,,https://www.adib.ae/en/Pages/Personal_Offers_And_Promotions_Details.aspx?OfferID=247,30% DISCOUNT ON GENERAL ADMISSION TICKETS,IMG Worlds Of Adventure,,Offer period: 01 December 2022 To  28 February 2023
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Lifestyle,https://www.bankalfalah.com/wp-content/uploads/2019/05/49-Fedex.png,Nationwide,,,,Fedex,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Lifestyle,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Islamabad,,,,Ferdows spa salon and studio,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Lifestyle,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Lahore,,,,Figure shop,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,LifestyleFashion,https://www.bankalfalah.com/wp-content/uploads/2019/05/73-Fine-Art-jewellry.png,Islamabad,,,,Fine Art Jewellers,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Multan,,,,Flatties Grand hotel,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Abbottabad,,,,Food Planet,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/wp-content/uploads/2019/05/Foodie.jpg,Gujranwala,,,,Foodie,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Other,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Mandi Bahauddin,,,,Foot N Step,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/wp-content/uploads/2019/10/77-FORT-VIEW-HEIGHT.png,Lahore,,,,Fort View Heights,,
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/mithaas.png?sfvrsn=e9a85360_4,,,https://www.dib.ae/offers/offer-detail/mithaas-restaurant,15% off on Total Bill,Mithaas Restaurant,Valid on All DIB Credit CardsApplicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.Offer End Date : 31st January 2024Location: Dubai,Valid till 31 January 2024
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Islamabad,,,,Franco’s Restaurant,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,"Islamabad, Rawalpindi",,,,Friends Corporation,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,"Islamabad, Rawalpindi",,,,Friends Home,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/wp-content/uploads/2019/05/Fry-Master-Neo.jpg,Gujranwala,,,,Fry Master Neo,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/wp-content/uploads/2018/10/Fuchsia-1.jpg,"Lahore, Karachi",,,,Fuchsia,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/wp-content/uploads/2018/10/Fujiyama-Avari-Tower-min.png,"Lahore, Karachi",,,,Fujiyama – Avari Tower,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Lifestyle,https://www.bankalfalah.com/wp-content/uploads/2019/10/Fun-place.jpg,"Islamabad, Rawalpindi",,,,Fun Palace,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/wp-content/uploads/2018/10/Beach-Luxury-2-1.jpg,Karachi,,,,Garden Terrace (All Day) – Beach Luxury,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Other,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Faisalabad,,,,Gentleman & Co.,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Travel,https://www.bankalfalah.com/wp-content/uploads/2021/01/Gerrys-travel-1.jpg,Nationwide,,,,Gerrys travel,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Lifestyle,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Karachi,,,,Glo The mini Spa,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Sialkot,,,,Gloria Jeans,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/wp-content/uploads/2018/10/Gloria.jpg,Islamabad,,,,Gloria Jeans – (F-7 only),,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Peshawar,,,,Gold’s Gym (Uni Town),,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Lifestyle,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Islamabad,,,,Good books shop,,
,Abu Dhabi Islamic Bank,https://www.adib.ae/en/pages/personal_offers_and_promotions.aspx,Personal,https://www.adib.ae/en/PublishingImages/Offers-Promotions/2022/smartdeals/2XL_Home_thumb.jpg,,,https://www.adib.ae/en/Pages/Personal_Offers_And_Promotions_Details.aspx?OfferID=262,Up to 15% off at 2XL Home,2xl Home,,Offer period: 01 July 2022 To  09 May 2023
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Travel,https://www.bankalfalah.com/wp-content/uploads/2022/10/gozayaan-672x372-1.jpeg,Nationwide,,,,Gozayaan,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,LifestyleShopping,https://www.bankalfalah.com/wp-content/uploads/2019/05/92-Grace-By-Export-Plus.png,"Lahore, Rawalpindi",,,,Grace By Export Plus,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Faisalabad,,,,Grand Regent Hotel,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Lifestyle,https://www.bankalfalah.com/wp-content/uploads/2019/10/gravitystore-2.jpg,Lahore,,,,Gravity Stores,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Jhelum,,,,Greedy Munchkin,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Lifestyle,https://www.bankalfalah.com/wp-content/uploads/2018/10/Hair-Art-CategoryEdit-1.jpg,Karachi,,,,Hair Art,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Lifestyle,https://www.bankalfalah.com/wp-content/uploads/2019/05/93-Hajvery-Gold.png,"Lahore, Bahawalpur",,,,Hajvery Goldsmith,,
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/generic-270-x-151.jpg?sfvrsn=22667214_4,,,https://www.dib.ae/offers/offer-detail/damaskova-restaurant,15% off on Total Bill,Damaskova Restaurant,Valid on All DIB Credit CardsApplicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.Offer End Date : 31st January 2024Location: Dubai,Valid till 31 January 2024
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Health,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Lahore,,,,Hameed Latif Laboratory,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Fashion,https://www.bankalfalah.com/wp-content/uploads/2019/10/haseebclothing2.jpg,Karachi,,,,Haseeb Clothing,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/wp-content/uploads/2019/05/Haveli-Kabab-N-Grill.jpg,Karachi,,,,Haveli Kabab N Grill,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,,https://www.bankalfalah.com/wp-content/uploads/2019/05/8dc8e940-c8fe-4c37-9711-edaa2750b0ff.jpg,"Islamabad, Rawalpindi",,,,He & She Shopping Mall,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Lifestyle,https://www.bankalfalah.com/wp-content/uploads/2019/05/HE-and-she.png,Islamabad,,,,He And She Dress Style,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Fashion,https://www.bankalfalah.com/wp-content/uploads/2019/10/henshe-2.jpg,"Islamabad, Rawalpindi",,,,He and She shopping Mall,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Other,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Lahore,,,,"he Lounge by Depilex Men, DHA",,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Health,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Nationwide,,,,Health Solutions Online,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Lifestyle,https://www.bankalfalah.com/wp-content/uploads/2018/10/Hi-Volts.jpg,Islamabad,,,,Hi-Volts Guitar Shop,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/wp-content/uploads/2018/10/Highland-Resort-min.jpg,Islamabad,,,,Highland Resort,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/wp-content/uploads/2018/10/Hill-House-Cafe-banner.jpg,Islamabad,,,,Hill House Café and Lounge,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/wp-content/uploads/2019/10/Hobno.jpg,Karachi,,,,Hobnob,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,LifestyleTravel,https://www.bankalfalah.com/wp-content/uploads/2021/01/holiday-dubai1.jpg,Nationwide,,,,Holidays by Fly Dubai,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Lifestyle,https://www.bankalfalah.com/wp-content/uploads/2019/10/Home-shopping.png,Nationwide,,,,Homeshopping.pk,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Lifestyle,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Karachi,,,,Hot wheels bicycle,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Gujranwala,,,,Hotel Maridain,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/wp-content/uploads/2019/05/houston-steak-house.jpg,Islamabad,,,,Houston Steak House,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Lifestyle,https://www.bankalfalah.com/wp-content/uploads/2019/05/100-hussain-optical.png,Lahore,,,,Hussain Optical & Contact Lens Center,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Lifestyle,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Islamabad,,,,I8 active Gym,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Other,https://www.bankalfalah.com/wp-content/uploads/2019/10/l-bazar.jpg,Lahore,,,,Ibazar.com,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Lifestyle,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,"Islamabad, Rawalpindi",,,,Ibrahim dental & implants center,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Other,https://www.bankalfalah.com/wp-content/uploads/2019/10/103-Ideal-Dental-Clinic.png,Lahore,,,,Ideal Dental Clinic,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Lifestyle,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,"Lahore, Karachi, Islamabad",,,,Image Fabrics,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,LifestyleOther,https://www.bankalfalah.com/wp-content/uploads/2019/10/Stationary.png,Lahore,,,,Iman Stationers,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Other,https://www.bankalfalah.com/wp-content/uploads/2018/10/Impladent-Dental-Laser-Centre.png,Islamabad,,,,Impladent Dental & Laser Centre,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Lifestyle,https://www.bankalfalah.com/wp-content/uploads/2019/05/Insaf-Fabrics.jpg,Multan,,,,Insaf Fabrics,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Lahore,,,,Insomnia Restaurant,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Other,https://www.bankalfalah.com/wp-content/uploads/2018/10/Islamabad-Diagnostic-Centre-min.jpg,Islamabad,,,,Islamabad Diagnostic Centre,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/wp-content/uploads/2018/10/Islamabad-Hotel-min.jpg,Islamabad,,,,Islamabad Hotel,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Islamabad,,,,Ivy Courtyard Cafe,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,"Multan, Gujranwala",,,,Jade café,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,OtherHealth,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Lahore,,,,Jameela Faridi Hospital Innova Labs,,
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/caffe-di-270x151.jpg?sfvrsn=ad2d680d_4,,"Visit your app store and download xperience with the ENTERTAINER App.Use your DIB Visa Card to get this offer, available only via the App xperience with the ENTERTAINER. Also unlock a range of amazing 2-for-1 deals at your favourite dining, beauty and fitness outlets.Sign up with your details.",https://www.dib.ae/offers/offer-detail/il-caffe-di-roma,Relish finest Italian delicacies at Il Caffè Di Roma. Get 2 for 1 offers using xperience with the ENTERTAINER App.,Il Caffè Di Roma,"Not applicable on Public Holidays.Offer only applicable via xperience with the ENTERTAINER.Dine-in only.for more details on the xperience with the ENTERTAINER App and related offers.The offer is valid for Halal Food only.DIB Cards can only be used for Sharia compliant products and services.Offer is applicable on DIB Visa - Infinite, Signature and Platinum Cards.",Valid till 31 January 2023
,Abu Dhabi Islamic Bank,https://www.adib.ae/en/pages/personal_offers_and_promotions.aspx,Personal,https://www.adib.ae/en/PublishingImages/Offers-Promotions/2023/al-forsan-international-sports-resort/Al-Forsan-thum.jpg,,,https://www.adib.ae/en/Pages/Personal_Offers_And_Promotions_Details.aspx?OfferID=285,"Get up to 10% off on Shooting, Motorsport, and Equestrian memberships at Al Forsan International Sports",Al Forsan International Sports Resort,Offer is subject to merchant approval.Cardholder must mention the offer before making the payment to redeem the offer.The offer is valid till 21/09/2023​Offer cannot be clubbed with existing sale items or other active offers or coupons.Offer is applicable for ADIB cardholder only.,Offer period: 01 January 2023 To  21 September 2023
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Health,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Lahore,,,,Jameela Farooqi Innova Labs,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Shopping,https://www.bankalfalah.com/wp-content/uploads/2019/10/109-Jamila-Arts.png,Lahore,,,,Jamila Arts,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Sialkot,,,,Jeven Hotel,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Lifestyle,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Karachi,,,,JP Salon,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Peshawar,,,,Jugnoo – Salon,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Other,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Islamabad,,,,Juice Station,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/wp-content/uploads/2018/10/kababjees.jpg,Karachi,,,,Kabab Ji – Movenpick,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/wp-content/uploads/2018/10/kababjees.jpg,Karachi,,,,Kababjees,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Lahore,,,,Karnivora Steakhouse,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Bahawalpur,,,,Kebabish Continental,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Bahawalpur,,,,Kebabish Grill,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/wp-content/uploads/2019/10/Khiva-Event-Lawns-min.jpg,Islamabad,,,,Khiva Event Lawns,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/wp-content/uploads/2019/10/Khiva-Restaurant-image-min.jpg,Islamabad,,,,Khiva Restaurant,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,LifestyleFashion,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Gujranwala,,,,Khushbo saloon,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Lifestyle,https://www.bankalfalah.com/wp-content/uploads/2019/10/45-kick-off-enter.png,Islamabad,,,,Kick off entertainment,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/wp-content/uploads/2018/10/KIMS-Avari-Tower-min.png,Lahore,,,,KIMS – Avari Tower,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Lifestyle,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Karachi,,,,Kohi Coffee,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/wp-content/uploads/2022/12/koya.jpg,Lahore,,,,Koya,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/wp-content/uploads/2018/10/La-Mamma-Movenpick-1.jpg,Karachi,,,,La Mamma – Movenpick,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/wp-content/uploads/2018/10/Patisserie-Avari-Tower-min.png,Lahore,,,,La Patisserie- Avari Tower,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Faisalabad,,,,Lahore Chatkhara,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/wp-content/uploads/2018/10/hospitality-inn-.jpg,Lahore,,,,Lahore Gates – 4 Points by Sheraton Lahore,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/wp-content/uploads/2018/10/Lakhnavi-Avari-Tower-min.png,Lahore,,,,Lakhnavi – Avari Tower,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Abbottabad,,,,Land Mark Hotel,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Lifestyle,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Faisalabad,,,,Leather World,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Lifestyle,https://www.bankalfalah.com/wp-content/uploads/2020/01/LFR2.jpg,Rawalpindi,,,,LFR Active Gym,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,LifestyleFashion,https://www.bankalfalah.com/wp-content/uploads/2021/01/Libas-Studio.jpg,Nationwide,,,,Libas Studio (online),,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Lifestyle,https://www.bankalfalah.com/wp-content/uploads/2018/10/Liberty.jpg,"Lahore, Karachi",,,,Liberty Books,,
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/madrasi.png?sfvrsn=33ab4638_4,,,https://www.dib.ae/offers/offer-detail/madrasi-food-house,15% off on Total Bill,Madrasi Food House,Valid on All DIB Credit CardsApplicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.Offer End Date : 31st January 2024Location: Dubai,Valid till 31 January 2024
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Lifestyle,https://www.bankalfalah.com/wp-content/uploads/2019/10/lifestyle-2.jpg,"Karachi, Islamabad",,,,Life Style Gym,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,,https://www.bankalfalah.com/wp-content/uploads/2019/05/lifestyle-2-672x372.jpg,Islamabad,,,,Lifestyle Gym,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Sargodha,,,,Loft 39,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Multan,,,,London courtyard,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/wp-content/uploads/2019/05/Long-Cheng.jpg,Karachi,,,,Long Cheng,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/wp-content/uploads/2018/10/Lotus-Court-copy.jpg,Karachi,,,,Lotus Court – Movenpick,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Travel,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Karachi,,,,Majestic Lounge,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/wp-content/uploads/2019/05/Malee-s.jpg,Gujranwala,,,,Malee’s,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/wp-content/uploads/2018/10/Mandarin-Kitchen-min.png,"Lahore, Islamabad",,,,Mandarin Kitchen,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Shopping,https://www.bankalfalah.com/wp-content/uploads/2018/10/Margalla-Sports-min.jpg,Islamabad,,,,Margalla Sports,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Lifestyle,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Nationwide,,,,Mariam’s Organic Secrets,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Gujranwala,,,,Marian Hotel,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/wp-content/uploads/2021/01/Markhor-Smoked-Meat.jpg,Karachi,,,,Markhor Smoked Meat,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Lifestyle,https://www.bankalfalah.com/wp-content/uploads/2019/05/117-Marks-Fashion.png,Lahore,,,,Marks Fashion,,
